J4GQm9j0JZ0.003,0.4888888888888889,0.6019417475728155,0.5233644859813085,0.6263736263736264,0.5520833333333334,0
nskJh7v6v1U.004,0.5111111111111111,0.4854368932038835,0.25233644859813087,0.4065934065934066,0.29166666666666663,0
6wHQsN5g2RM.000,0.3777777777777778,0.3980582524271845,0.4579439252336449,0.5054945054945055,0.4895833333333333,0
dQOeQYWIgm8.000,0.6222222222222222,0.6213592233009709,0.6074766355140188,0.4065934065934066,0.4895833333333333,0
eHcRre1YsNA.000,0.5666666666666667,0.2621359223300971,0.19626168224299068,0.3516483516483516,0.3020833333333333,0
oANKg9_grdA.004,0.5888888888888889,0.5825242718446602,0.4299065420560748,0.6263736263736264,0.5833333333333333,0
VuadgOz6T7s.000,0.23333333333333334,0.14563106796116504,0.22429906542056074,0.15384615384615383,0.13541666666666663,0
7nhJXn9PI0I.001,0.3555555555555556,0.4174757281553398,0.17757009345794392,0.18681318681318684,0.19791666666666666,0
tEQEKN07KgQ.001,0.45555555555555555,0.36893203883495146,0.20560747663551404,0.5384615384615384,0.3020833333333333,0
I5x9T9ftW18.005,0.6222222222222222,0.6601941747572816,0.663551401869159,0.7032967032967032,0.6979166666666666,0
dh6iOU2RtTA.003,0.7,0.6990291262135921,0.6074766355140188,0.5714285714285714,0.6666666666666667,0
gsleSGEZHAs.004,0.6333333333333333,0.6407766990291262,0.37383177570093457,0.6043956043956044,0.5833333333333333,0
vhugKRUnd-c.001,0.5444444444444444,0.5728155339805825,0.4112149532710281,0.6043956043956044,0.4791666666666667,0
w_ExyXsnw2A.000,0.5666666666666667,0.6504854368932039,0.4299065420560748,0.5384615384615384,0.35416666666666663,0
DnTtbAR_Qyw.004,0.6444444444444444,0.6213592233009709,0.6542056074766356,0.5714285714285714,0.5416666666666666,0
rIHcq2E67Nc.005,0.6777777777777777,0.47572815533980584,0.6355140186915887,0.4615384615384615,0.6979166666666666,0
De4i7-FX9Og.004,0.711111111111111,0.6116504854368932,0.663551401869159,0.8021978021978021,0.65625,0
cA43Gfcg0QA.000,0.33333333333333337,0.31067961165048547,0.1588785046728972,0.18681318681318684,0.2395833333333333,0
pZxqWp0e-Ik.000,0.43333333333333335,0.3980582524271845,0.24299065420560748,0.5054945054945055,0.20833333333333331,0
D3AomvNhR1k.003,0.6777777777777777,0.3980582524271845,0.4953271028037384,0.5604395604395604,0.65625,0
Fi1ILrwQpSY.003,0.6,0.4077669902912622,0.4672897196261683,0.5714285714285714,0.5729166666666666,0
Xfmu-7JuDGg.002,0.4666666666666667,0.6019417475728155,0.2710280373831776,0.5714285714285714,0.5,0
YzNbGMNr3z0.001,0.7999999999999999,0.5145631067961165,0.6261682242990655,0.6153846153846153,0.6875,0
aFVFvJNnFt0.000,0.7999999999999999,0.4077669902912622,0.28037383177570097,0.5934065934065933,0.6145833333333333,0
cgT-3CHBmKs.000,0.2777777777777778,0.22330097087378642,0.24299065420560748,0.29670329670329665,0.18749999999999997,0
P_wDFLJnW-o.004,0.3666666666666667,0.36893203883495146,0.2710280373831776,0.4505494505494505,0.42708333333333337,0
t0_DAgeU4nM.002,0.5222222222222223,0.47572815533980584,0.4299065420560748,0.6043956043956044,0.5833333333333333,0
nUbhRInpVbA.004,0.5111111111111111,0.5145631067961165,0.38317757009345793,0.4725274725274725,0.4166666666666667,0
kL-CeaXG9jM.004,0.5222222222222223,0.5048543689320388,0.39252336448598135,0.6373626373626373,0.46875,0
Znixev2a1AI.000,0.6,0.6116504854368932,0.4299065420560748,0.3956043956043956,0.5,0
zNHM8iNyTO4.005,0.4444444444444445,0.6796116504854369,0.4205607476635514,0.6373626373626373,0.6041666666666666,0
zFVjcb45pjI.002,0.4444444444444445,0.3883495145631068,0.29906542056074764,0.32967032967032966,0.37499999999999994,0
0n2vWTs6XwA.001,0.34444444444444444,0.42718446601941745,0.2897196261682243,0.4175824175824176,0.3645833333333333,0
FoWuHvikyqU.004,0.611111111111111,0.3980582524271845,0.5420560747663552,0.3846153846153846,0.53125,0
7s3itKIXww0.002,0.3777777777777778,0.35922330097087385,0.4018691588785047,0.3736263736263736,0.40625000000000006,0
X7S71Som15M.002,0.5333333333333333,0.3883495145631068,0.4579439252336449,0.5054945054945055,0.6145833333333333,0
ySEeioc339E.004,0.5,0.42718446601941745,0.47663551401869164,0.5054945054945055,0.4479166666666667,0
54TGLGvIm_8.003,0.7,0.6699029126213591,0.6448598130841123,0.5714285714285714,0.6875,0
cLaZxEf1nE4.001,0.5777777777777777,0.4951456310679611,0.4392523364485981,0.5054945054945055,0.5520833333333334,0
On2c_8sU8Vw.002,0.6222222222222222,0.5728155339805825,0.5327102803738318,0.4285714285714285,0.6041666666666666,0
kDJigDGDJTo.003,0.5333333333333333,0.5145631067961165,0.5233644859813085,0.6923076923076923,0.5208333333333334,0
1hpZ2ecWqtI.002,0.5555555555555556,0.4660194174757281,0.5700934579439253,0.4725274725274725,0.45833333333333337,0
9yZEb6bdxNY.000,0.7777777777777777,0.7864077669902914,0.7102803738317757,0.6813186813186812,0.7708333333333334,0
f0LnGz5Z6kA.002,0.6888888888888889,0.5048543689320388,0.5981308411214954,0.3846153846153846,0.6145833333333333,0
ASDpn9yOYAo.002,0.5333333333333333,0.42718446601941745,0.5233644859813085,0.5824175824175825,0.4895833333333333,0
